# # First column is time in hours, the other columns are the variable values at each gridpoint being the second column x = 0
0.000000000000000000e+00,1.000000000000000000e+03,9.999999999999997726e+02,1.000000000000000000e+03,9.999999999999998863e+02,9.999999999999998863e+02,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000114e+03,1.000000000000000114e+03,1.000000000000000114e+03,1.000000000000000000e+03,1.000000000000000000e+03,9.999999999999998863e+02,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000114e+03,1.000000000000000000e+03,9.999999999999998863e+02,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,9.999999999999998863e+02,1.000000000000000000e+03,1.000000000000000000e+03,9.999999999999998863e+02,9.999999999999998863e+02,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000114e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000114e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000114e+03,1.000000000000000000e+03,1.000000000000000114e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000227e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000114e+03,1.000000000000000000e+03,1.000000000000000114e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000114e+03,1.000000000000000227e+03,1.000000000000000114e+03,1.000000000000000000e+03,1.000000000000000114e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000114e+03,9.999999999999998863e+02,1.000000000000000114e+03,1.000000000000000114e+03,1.000000000000000000e+03,1.000000000000000114e+03,1.000000000000000114e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03
2.777777777777777884e-03,1.082373873415204798e+03,1.082347118102629338e+03,1.082320362790053878e+03,1.082293607477478190e+03,1.082256601952681194e+03,1.082199615599452954e+03,1.082142629246224260e+03,1.082052156389402626e+03,1.081957898101740057e+03,1.081841652973520695e+03,1.081699368822526594e+03,1.081556006986395460e+03,1.081351021154723185e+03,1.081146035323050910e+03,1.080894029009512906e+03,1.080607490038561991e+03,1.080306697107175296e+03,1.079915301415777321e+03,1.079523905724379347e+03,1.079040114832715062e+03,1.078515836156664363e+03,1.077949314688339655e+03,1.077259174742009691e+03,1.076569034795679727e+03,1.075712876544003848e+03,1.074818798564235522e+03,1.073832433012914180e+03,1.072691225134426077e+03,1.071550017255937746e+03,1.070133374458682056e+03,1.068696892965434699e+03,1.067089141761796554e+03,1.065304683714104613e+03,1.063499364869090869e+03,1.061310333782432735e+03,1.059121302695774830e+03,1.056648739593675145e+03,1.053995615182509027e+03,1.051253033596696241e+03,1.048074656049990153e+03,1.044896278503283838e+03,1.041289959961070963e+03,1.037525110814526897e+03,1.033573549328763193e+03,1.029162776414108066e+03,1.024752003499453167e+03,1.019745941206916427e+03,1.014633538086286762e+03,1.009376604785247650e+03,1.003959670707123905e+03,1.001683822830450367e+03,9.994036600157189696e+02,9.971161521984046203e+02,9.948182835014505372e+02,9.925070636434952576e+02,9.901795331832726106e+02,9.871919821966801010e+02,9.835678971521429048e+02,9.801167246708671428e+02,9.766914108013969553e+02,9.736438849434256326e+02,9.705963590854544236e+02,9.678699784300233659e+02,9.651799011453142612e+02,9.627214106336338091e+02,9.603473579432495626e+02,9.581315295360814162e+02,9.560364397692741250e+02,9.540401159485322751e+02,9.521909802886589205e+02,9.503929865909401542e+02,9.487606115653635470e+02,9.471416798876623488e+02,9.457004991429813572e+02,9.442593183983004792e+02,9.429711195820848388e+02,9.416990380329442587e+02,9.405380667293147781e+02,9.394163246244175980e+02,9.383718762532497522e+02,9.373849243107144957e+02,9.364478607926050699e+02,9.355832406187765855e+02,9.347459505515600995e+02,9.339941772695500504e+02,9.332505364382815287e+02,9.326049829210609232e+02,9.319594294038402040e+02,9.314070993766176798e+02,9.308638838244033877e+02,9.303960166891124572e+02,9.299538975453485818e+02,9.295711404624131546e+02,9.292314248737171738e+02,9.289356785947021535e+02,9.287021530369343054e+02,9.284965568139366496e+02,9.283754512200234785e+02,9.282543456261104211e+02,9.281332400321973637e+02
5.555555555555555768e-03,1.153809359031543408e+03,1.153627664035894668e+03,1.153445969040246382e+03,1.153264274044597641e+03,1.153019349244787009e+03,1.152651170034098413e+03,1.152282990823409591e+03,1.151738683344450237e+03,1.151174465713425661e+03,1.150513980920994982e+03,1.149739486896455674e+03,1.148961055802198416e+03,1.147957495903174276e+03,1.146953936004150364e+03,1.145804960227727861e+03,1.144549188508826546e+03,1.143255430125563862e+03,1.141720216278026783e+03,1.140185002430489476e+03,1.138433969037433599e+03,1.136588363034543818e+03,1.134654994324151858e+03,1.132464798549473471e+03,1.130274602774795312e+03,1.127773888416763157e+03,1.125202249468675063e+03,1.122473679393954626e+03,1.119481806466599210e+03,1.116489933539243566e+03,1.113068856525608680e+03,1.109616865314804954e+03,1.105918712369239302e+03,1.101966583030665333e+03,1.097986648860032119e+03,1.093495274293640250e+03,1.089003899727248609e+03,1.084160418853740339e+03,1.079092706597950837e+03,1.073921051133093442e+03,1.068243030126813892e+03,1.062565009120534341e+03,1.056419911671833233e+03,1.050101785905061661e+03,1.043591494936640856e+03,1.036608581445244909e+03,1.029625667953849188e+03,1.022062765810506789e+03,1.014396256117921780e+03,1.006665615016301786e+03,9.989134072025798332e+02,9.956683847806020822e+02,9.924193117227295033e+02,9.891643950789372184e+02,9.859018742822657941e+02,9.826300340664084843e+02,9.793472058680813461e+02,9.751565559277730699e+02,9.700463850964538324e+02,9.650613512192189773e+02,9.601053123638332636e+02,9.555728837057040437e+02,9.510404550475749375e+02,9.468796206351025830e+02,9.427607925286609998e+02,9.389193949553771290e+02,9.351791500924770162e+02,9.316358939443131248e+02,9.282429570082205146e+02,9.249783318139504900e+02,9.219049260637199268e+02,9.189011270665882876e+02,9.161227433162464422e+02,9.133635948362061754e+02,9.108587793745936096e+02,9.083539639129812713e+02,9.060798250625862238e+02,9.038299889294353306e+02,9.017568518801231221e+02,8.997461011881071045e+02,8.978647957772687960e+02,8.960797807254538156e+02,8.943823612550321513e+02,8.928121399660205952e+02,8.912918416028096544e+02,8.899277536848463797e+02,8.885789500621701791e+02,8.874144937561187589e+02,8.862500374500674525e+02,8.852633614838516678e+02,8.842940671289061356e+02,8.834683092860553870e+02,8.826916006077148040e+02,8.820260427150369651e+02,8.814410766319097092e+02,8.809357936501940003e+02,8.805432697742503478e+02,8.801990750713707712e+02,8.800010837159375114e+02,8.798030923605043654e+02,8.796051010050712193e+02
8.333333333333331483e-03,1.209911597655752075e+03,1.209564851215845692e+03,1.209218104775939537e+03,1.208871358336033381e+03,1.208405640392264786e+03,1.207708010254331839e+03,1.207010380116398210e+03,1.205990146262844064e+03,1.204933444163176091e+03,1.203706844484200246e+03,1.202279035044064813e+03,1.200844579489882562e+03,1.199030087050666452e+03,1.197215594611450342e+03,1.195167369982392984e+03,1.192947488379225433e+03,1.190669600211666193e+03,1.188023003652055877e+03,1.185376407092445334e+03,1.182416882783889150e+03,1.179320232832536021e+03,1.176102679946265880e+03,1.172531319084808729e+03,1.168959958223351578e+03,1.164981629104744115e+03,1.160910345624138472e+03,1.156643054513226389e+03,1.152046897043515401e+03,1.147450739573804412e+03,1.142342720778672629e+03,1.137197834249883954e+03,1.131772073869838323e+03,1.126056523008336626e+03,1.120310555089117770e+03,1.114005097653702705e+03,1.107699640218287641e+03,1.101024094062481936e+03,1.094112864808524591e+03,1.087096433133976461e+03,1.079567501593982115e+03,1.072038570053987769e+03,1.064053366612807622e+03,1.055899137392387729e+03,1.047563279379793357e+03,1.038780712716176140e+03,1.029998146052558695e+03,1.020683791999691266e+03,1.011274440936221254e+03,1.001866528834818268e+03,9.925469126132114752e+02,9.886590293897752417e+02,9.847725583507249212e+02,9.808862283377911808e+02,9.769988231123429614e+02,9.731091670913908729e+02,9.692161257942642578e+02,9.642632293106508996e+02,9.582204553432162584e+02,9.522951775638712206e+02,9.464019792635672275e+02,9.409774543277865178e+02,9.355529293920058080e+02,9.305381452404628817e+02,9.255696796123555714e+02,9.209080204828119349e+02,9.163582247034908050e+02,9.120281134027412691e+02,9.078656401200752271e+02,9.038480484308751102e+02,9.000463697778523056e+02,8.963244674972826260e+02,8.928609138665776754e+02,8.894197646166004461e+02,8.862748510673536657e+02,8.831299375181069991e+02,8.802581186113748117e+02,8.774150713336466652e+02,8.747844851271038351e+02,8.722289116031994354e+02,8.698311716808941583e+02,8.675508393150921620e+02,8.653785913942622301e+02,8.633632936827982576e+02,8.614101891060037133e+02,8.596516888538214971e+02,8.579123711934969378e+02,8.564044190798622367e+02,8.548964669662275355e+02,8.536129582715961988e+02,8.523513934446889380e+02,8.512720677817743535e+02,8.502550167178757192e+02,8.493801362917790811e+02,8.486083391583200637e+02,8.479396522224450337e+02,8.474168759435284528e+02,8.469577280785911171e+02,8.466910661704091581e+02,8.464244042622270854e+02,8.461577423540450127e+02
1.111111111111111154e-02,1.253038360571779094e+03,1.252543487447367852e+03,1.252048614322956837e+03,1.251553741198545367e+03,1.250890160313841989e+03,1.249897715914836226e+03,1.248905271515830236e+03,1.247461039467946875e+03,1.245965735772799007e+03,1.244236722960968109e+03,1.242230928362485884e+03,1.240216194438117100e+03,1.237690293606250179e+03,1.235164392774383259e+03,1.232332196691656691e+03,1.229275052064261445e+03,1.226144044860465783e+03,1.222543543349206630e+03,1.218943041837947476e+03,1.214956061608920436e+03,1.210799725537275663e+03,1.206498720087546417e+03,1.201774357009924643e+03,1.197049993932302641e+03,1.191854065167195358e+03,1.186550427540646751e+03,1.181026857966068519e+03,1.175134281231825526e+03,1.169241704497582532e+03,1.162792764607749177e+03,1.156303751659808086e+03,1.149518803412385296e+03,1.142428525094068164e+03,1.135307152717683266e+03,1.127613838121682420e+03,1.119920523525681801e+03,1.111859736963363957e+03,1.103564933726844401e+03,1.095168538464396079e+03,1.086277231589395342e+03,1.077385924714394378e+03,1.068065484279568864e+03,1.058586071455343927e+03,1.048940026789828153e+03,1.038884157866003079e+03,1.028828288942177778e+03,1.018295739086415551e+03,1.007678036283327515e+03,9.971149132899497545e+02,9.867272882642972718e+02,9.824066175910598986e+02,9.780962064079683387e+02,9.737950797492445645e+02,9.695023590904402226e+02,9.652172015618127716e+02,9.609387992228478197e+02,9.555117551108239695e+02,9.488798753478243952e+02,9.423240127632388976e+02,9.358008755533625163e+02,9.297558480861857788e+02,9.237108206190091551e+02,9.180980700380225699e+02,9.125341855398226016e+02,9.073021570532660007e+02,9.021911251082682384e+02,8.973214186461373174e+02,8.926358641364970481e+02,8.881107643451809963e+02,8.838247857877883007e+02,8.796275112008801216e+02,8.757174964918992828e+02,8.718324504188425408e+02,8.682775451985612563e+02,8.647226399782800854e+02,8.614728047564731241e+02,8.582551098971997590e+02,8.552756044287410759e+02,8.523801954259608920e+02,8.496626922541603335e+02,8.470775277522710667e+02,8.446150834352688435e+02,8.423308419921063432e+02,8.401178280005916577e+02,8.381276870029428210e+02,8.361597100930436000e+02,8.344590592211063722e+02,8.327584083491692581e+02,8.313189363448943823e+02,8.299049998388300082e+02,8.287036749670303379e+02,8.275750035467717680e+02,8.266112300266142938e+02,8.257670185957481408e+02,8.250401646526835293e+02,8.244793826263195342e+02,8.239885606313624749e+02,8.237093787314166775e+02,8.234301968314709939e+02,8.231510149315254239e+02
1.388888888888888638e-02,1.286030515037769646e+03,1.285410432953458894e+03,1.284790350869148597e+03,1.284170268784837845e+03,1.283339635430112367e+03,1.282098572640430575e+03,1.280857509850748329e+03,1.279057000695147053e+03,1.277193249776442144e+03,1.275043368102144086e+03,1.272554621676341867e+03,1.270055088277165169e+03,1.266938736127775883e+03,1.263822383978386142e+03,1.260342709815997523e+03,1.256596205665743128e+03,1.252763758960984205e+03,1.248385033720123374e+03,1.244006308479262998e+03,1.239187186467925358e+03,1.234175081602109003e+03,1.229001708135670469e+03,1.223356401402380015e+03,1.217711094669089334e+03,1.211551872831354785e+03,1.205275269232720120e+03,1.198764395994118331e+03,1.191860459468374984e+03,1.184956522942631636e+03,1.177473256237300347e+03,1.169948262232601792e+03,1.162121896547329470e+03,1.153984591826544374e+03,1.145816296392214554e+03,1.137077959651166566e+03,1.128339622910118578e+03,1.119242507739664461e+03,1.109916912188335573e+03,1.100494048065877678e+03,1.090597334298746773e+03,1.080700620531615641e+03,1.070400526317642743e+03,1.059950999946702950e+03,1.049347515130260035e+03,1.038365375758661230e+03,1.027383236387062425e+03,1.015967631227801121e+03,1.004474592953616593e+03,9.930743455318512360e+02,9.819123568959297472e+02,9.772767193025588313e+02,9.726546734461278447e+02,9.680453400149815479e+02,9.634479401754206265e+02,9.588617182519376456e+02,9.542859416498343990e+02,9.484878030447579249e+02,9.414098883070096235e+02,9.344295972645235224e+02,9.274843049456321751e+02,9.210503354421867925e+02,9.146163659387414100e+02,9.086316138882866653e+02,9.026976429412135303e+02,8.971038998740962143e+02,8.916342057781356516e+02,8.864119256412537879e+02,8.813784434841649045e+02,8.765109875553486063e+02,8.718909559278107508e+02,8.673639943704006328e+02,8.631384319142648565e+02,8.589394652778839827e+02,8.550921544804830319e+02,8.512448436830823084e+02,8.477269426948500950e+02,8.442437463669966746e+02,8.410204090763827480e+02,8.378888190568449090e+02,8.349524518868548739e+02,8.321613049836946630e+02,8.295049264896226759e+02,8.270442461834600181e+02,8.246614586437136722e+02,8.225224000827531654e+02,8.204073782998493698e+02,8.185822694930977832e+02,8.167571606863461966e+02,8.152122513306157998e+02,8.136947371184669464e+02,8.124029192969769610e+02,8.111882262379128861e+02,8.101474651145418875e+02,8.092328163650286115e+02,8.084423369496507803e+02,8.078275688561629977e+02,8.072881393011365390e+02,8.069766206706381126e+02,8.066651020401395726e+02,8.063535834096412600e+02
1.666666666666666297e-02,1.311423692727172920e+03,1.310697904043021481e+03,1.309972115358870269e+03,1.309246326674718830e+03,1.308274744965735408e+03,1.306824036761342541e+03,1.305373328556949218e+03,1.303272935666022249e+03,1.301099100158356578e+03,1.298595514126722492e+03,1.295701404437009842e+03,1.292794985583484504e+03,1.289184706362869974e+03,1.285574427142255445e+03,1.281554449571248369e+03,1.277233582425834129e+03,1.272817111729778617e+03,1.267792954096889844e+03,1.262768796464000616e+03,1.257262058831459854e+03,1.251543853558621777e+03,1.245651783030391698e+03,1.239250916632086046e+03,1.232850050233780621e+03,1.225904589669978350e+03,1.218834740035745881e+03,1.211521060435717118e+03,1.203798277001862971e+03,1.196075493568009051e+03,1.187760816211837209e+03,1.179403506630104857e+03,1.170744056093800282e+03,1.161772872826586990e+03,1.152771206548007058e+03,1.143208837605797271e+03,1.133646468663587257e+03,1.123737844101191968e+03,1.113608714041542726e+03,1.103387448666987439e+03,1.092717340611557574e+03,1.082047232556127938e+03,1.071001860689962768e+03,1.059817472465645096e+03,1.048492263280881389e+03,1.036820710652858679e+03,1.025149158024835970e+03,1.013087180133588163e+03,1.000955457766221116e+03,9.889491177705290283e+02,9.772335884036734797e+02,9.723756453178862103e+02,9.675373330972552139e+02,9.627179313442962894e+02,9.579168608591701286e+02,9.531335742130177096e+02,9.483675547861157611e+02,9.423379656811832774e+02,9.349807252221590943e+02,9.277258965076407549e+02,9.205087757622293338e+02,9.138425592484029494e+02,9.071763427345765649e+02,9.009987662112503131e+02,8.948764272520677423e+02,8.891209000072522031e+02,8.834991143469926556e+02,8.781391228769446116e+02,8.729789027311076097e+02,8.679905822553048438e+02,8.632584391087750646e+02,8.586206862370888757e+02,8.542886078316178100e+02,8.499830381909696371e+02,8.460279733296447375e+02,8.420729084683199517e+02,8.384419815076264513e+02,8.348452037903500695e+02,8.315021445563409088e+02,8.282486645754095207e+02,8.251853251221392611e+02,8.222634253529333819e+02,8.194731730774227572e+02,8.168740870858605376e+02,8.143517310749844000e+02,8.120694656488365126e+02,8.098112064577537694e+02,8.078424918569486408e+02,8.058737772561435122e+02,8.041902370875086490e+02,8.025345784671304727e+02,8.011140228183185172e+02,7.997738063400835244e+02,7.986195453910096376e+02,7.976001147312733792e+02,7.967169061113754651e+02,7.960264645289848886e+02,7.954203698411213281e+02,7.950694377712929963e+02,7.947185057014645508e+02,7.943675736316362190e+02
1.944444444444444475e-02,1.330761596651617765e+03,1.329947083989630983e+03,1.329132571327643973e+03,1.328318058665656963e+03,1.327228335546531525e+03,1.325602142273630079e+03,1.323975949000728406e+03,1.321625598946436412e+03,1.319193387690769669e+03,1.316396071792738439e+03,1.313166362342145021e+03,1.309923141849202466e+03,1.305907335389174023e+03,1.301891528929145807e+03,1.297430726440411263e+03,1.292643111150106506e+03,1.287752908626540830e+03,1.282210628631783948e+03,1.276668348637027066e+03,1.270615188229872729e+03,1.264338158877960268e+03,1.257879737330157013e+03,1.250890493221372481e+03,1.243901249112587720e+03,1.236352509113148244e+03,1.228675976386284447e+03,1.220752871581409636e+03,1.212416062160289130e+03,1.204079252739168624e+03,1.195153317255612819e+03,1.186184948906588033e+03,1.176920490210848357e+03,1.167350541474846295e+03,1.157751158867269169e+03,1.147610371409807158e+03,1.137469583952345147e+03,1.126998969372798683e+03,1.116318311434175484e+03,1.105550923728967291e+03,1.094361026793880683e+03,1.083171129858794302e+03,1.071631328212239623e+03,1.059961904477710732e+03,1.048162016432713472e+03,1.036041256705212390e+03,1.023920496977711650e+03,1.011438948291346037e+03,9.988929492753123895e+02,9.864921854512299433e+02,9.744144910106402904e+02,9.694123188763937833e+02,9.644350899392859446e+02,9.594820097914619055e+02,9.545524410243166358e+02,9.496457653832828782e+02,9.447613830353766389e+02,9.385885338868845338e+02,9.310493412940015787e+02,9.235845728460541295e+02,9.161560065781408184e+02,9.092563453307275267e+02,9.023566840833143488e+02,8.959316636289194093e+02,8.895602982206917204e+02,8.835534748217022525e+02,8.776795654601961587e+02,8.720725653583205030e+02,8.666692398154466446e+02,8.614451940526687395e+02,8.564883239933029699e+02,8.516316076181100243e+02,8.470992299949731432e+02,8.425952991140998165e+02,8.384674973809350149e+02,8.343396956477703270e+02,8.305618568821141707e+02,8.268208881354873938e+02,8.233545146753444897e+02,8.199850913480615873e+02,8.168214951726156414e+02,8.138110074779640399e+02,8.109428677936853092e+02,8.082814326915187166e+02,8.057027636312873256e+02,8.033830721861443180e+02,8.010891567400102531e+02,7.991061314043718085e+02,7.971231060687333638e+02,7.954437245889387214e+02,7.937940304158045137e+02,7.923911872537717045e+02,7.910726977915488760e+02,7.899454381700422800e+02,7.889568330691627125e+02,7.881045237584415872e+02,7.874450858488884251e+02,7.868674189362334346e+02,7.865371221462705762e+02,7.862068253563078315e+02,7.858765285663452005e+02
2.222222222222222307e-02,1.345119443359330944e+03,1.344237673432265410e+03,1.343355903505200558e+03,1.342474133578135252e+03,1.341294955085084439e+03,1.339536035470320030e+03,1.337777115855555621e+03,1.335238354593497661e+03,1.332611437319136940e+03,1.329593339567982639e+03,1.326111966644653421e+03,1.322616212265106697e+03,1.318298100070941928e+03,1.313979987876777159e+03,1.309191896544339897e+03,1.304058644381356089e+03,1.298817998155428995e+03,1.292894720701829101e+03,1.286971443248229207e+03,1.280518451560156791e+03,1.273833337904169412e+03,1.266962027123011922e+03,1.259545832730160100e+03,1.252129638337307824e+03,1.244144964561579172e+03,1.236030446166728325e+03,1.227667899776972035e+03,1.218889205998272701e+03,1.210110512219573138e+03,1.200744823309215462e+03,1.191336855017515518e+03,1.181636390461613701e+03,1.171634144045820449e+03,1.161603030356996214e+03,1.151040933797564776e+03,1.140478837238133565e+03,1.129595022956593766e+03,1.118506329614171364e+03,1.107333345263954243e+03,1.095749732242736627e+03,1.084166119221519239e+03,1.072243150090942663e+03,1.060194466598655254e+03,1.048019422466997185e+03,1.035533599465535417e+03,1.023047776464073877e+03,1.010213224785447892e+03,9.973163771921167609e+02,9.845766418539617462e+02,9.721802289554874505e+02,9.670494128339023518e+02,9.619455346430929694e+02,9.568678113575128918e+02,9.518156277730879538e+02,9.467883883863933079e+02,9.417855169495446717e+02,9.354657103544618622e+02,9.277509430239504127e+02,9.201217143226692770e+02,9.125300863785932961e+02,9.054877963263667198e+02,8.984455062741402571e+02,8.918906256160030352e+02,8.853908434111108363e+02,8.792613092105356145e+02,8.732667694848821611e+02,8.675412188316410038e+02,8.620209298121692427e+02,8.566808034646697934e+02,8.516091685699550453e+02,8.466384036132508299e+02,8.419942969326202729e+02,8.373790061047859581e+02,8.331447248861456956e+02,8.289104436675056604e+02,8.250332781009308292e+02,8.211937361177340335e+02,8.176363299789891244e+02,8.141785362842684890e+02,8.109332131757084881e+02,8.078459403941839128e+02,8.049058269620070405e+02,8.021794046922931329e+02,7.995383818069178687e+02,7.971645763499570876e+02,7.948172440809906902e+02,7.927892108753839011e+02,7.907611776697772257e+02,7.890431827572555221e+02,7.873555003365105449e+02,7.859186120568956540e+02,7.845674249198470989e+02,7.834101423658929662e+02,7.823934537010288750e+02,7.815154087899823026e+02,7.808335578701871782e+02,7.802356599946423330e+02,7.798917332781186360e+02,7.795478065615952801e+02,7.792038798450718105e+02
2.500000000000000139e-02,1.355581677073093942e+03,1.354651170179736482e+03,1.353720663286379249e+03,1.352790156393021789e+03,1.351546171856449519e+03,1.349691122605222972e+03,1.347836073353996198e+03,1.345160946744930698e+03,1.342393115738891993e+03,1.339215305063992446e+03,1.335551955327335918e+03,1.331873597762621785e+03,1.327337065302613155e+03,1.322800532842604525e+03,1.317776040575039133e+03,1.312393182161544246e+03,1.306899452258588781e+03,1.300700987485840869e+03,1.294502522713092731e+03,1.287760485436372164e+03,1.280780253466899467e+03,1.273610122879128312e+03,1.265884276702839088e+03,1.258158430526549864e+03,1.249856255373571912e+03,1.241422442700006513e+03,1.232738579422609291e+03,1.223635175173928928e+03,1.214531770925248338e+03,1.204839597002512619e+03,1.195105015883822716e+03,1.185078416374315566e+03,1.174750528048885144e+03,1.164393947993387201e+03,1.153509613993915764e+03,1.142625279994444554e+03,1.131422711852784232e+03,1.120017483093719420e+03,1.108529349581037422e+03,1.096637340617245627e+03,1.084745331653453604e+03,1.072522026750451460e+03,1.060175993373180972e+03,1.047707881071016118e+03,1.034939520602219318e+03,1.022171160133422291e+03,1.009070925393112134e+03,9.959114055619425017e+02,9.829236669406332112e+02,9.703026769906180107e+02,9.650820512759736403e+02,9.598909406922213066e+02,9.547286028981144455e+02,9.495944753120986661e+02,9.444880135178634646e+02,9.394086907772041286e+02,9.329959230876421543e+02,9.251685563524266627e+02,9.174271257312027501e+02,9.097241018133338457e+02,9.025821904639910827e+02,8.954402791146482059e+02,8.887982620585780751e+02,8.822127547921820678e+02,8.760072890792041562e+02,8.699403886234423453e+02,8.641489368963141260e+02,8.585676760723030156e+02,8.531700192708377699e+02,8.480459824718443542e+02,8.430240997640959222e+02,8.383330339478623046e+02,8.336709680260682944e+02,8.293923451529749400e+02,8.251137222798816993e+02,8.211926284956767859e+02,8.173092018520974307e+02,8.137071938659975103e+02,8.102045451099168076e+02,8.069134363937380385e+02,8.037796857998844189e+02,8.007924592587183952e+02,7.980180013611102368e+02,7.953287417722963255e+02,7.929060704400320674e+02,7.905099134077739791e+02,7.884335513000781930e+02,7.863571891923825206e+02,7.845931235138432385e+02,7.828595911053928376e+02,7.813804725553945900e+02,7.799882920744270223e+02,7.787943471791875254e+02,7.777441364417938985e+02,7.768366450543647943e+02,7.761311150112255746e+02,7.755123999815471052e+02,7.751563140177465812e+02,7.748002280539460571e+02,7.744441420901455331e+02
