# Based on the LGM50 drive cycle,
# time [s],current [A]
2301,3.06584300000000
2302,2.05966300000000
2303,2.58655700000000
2304,2.60959800000000
2305,2.10254100000000
2306,2.10223500000000
2307,2.10208300000000
2308,1.57488400000000
2309,2.08056800000000
2310,1.55672500000000
2311,2.05951000000000
2312,1.53734600000000
2313,2.03891100000000
2314,1.51827300000000
2315,1.49950400000000
2316,2.51789100000000
2317,0.985122000000000
2318,1.97711100000000
2319,1.46242500000000
2320,1.44457200000000
2321,1.93606500000000
2322,1.42687100000000
2323,1.40810300000000
2324,1.39070700000000
2325,1.37285400000000
2326,1.85717600000000
2327,0.857557000000000
2328,1.32021100000000
2329,1.79903900000000
2330,1.30388300000000
2331,1.28633600000000
2332,2.25635200000000
2333,2.27695100000000
2334,1.79858100000000
2335,2.29816100000000
2336,1.81826500000000
2337,1.81841800000000
2338,2.31937100000000
2339,1.83672800000000
2340,1.83718600000000
2341,2.34149700000000
2342,1.35545900000000
2343,2.34134400000000
2344,1.35576400000000
2345,2.34119200000000
2346,1.85702300000000
2347,1.85656500000000
2348,1.35561200000000
2349,0.842298000000000
2350,1.30388300000000
2351,0.312505000000000
2352,0.274662000000000
2353,2.15411600000000
2354,1.68703700000000
2355,2.17364800000000
2356,1.70565300000000
2357,2.19379000000000
2358,1.23659100000000
2359,1.70550100000000
2360,2.19470500000000
2361,2.70985000000000
2362,1.76104400000000
2363,2.75486400000000
2364,2.29831400000000
2365,2.31952400000000
2366,2.34165000000000
2367,1.85656500000000
2368,2.36255400000000
2369,1.87655500000000
2370,1.87609700000000
2371,2.99885600000000
2372,1.20973500000000
2373,1.89257600000000
2374,2.60715600000000
2375,1.21004000000000
2376,3.32936600000000
2377,1.23399700000000
2378,1.92004300000000
2379,2.63828500000000
2380,1.23415000000000
2381,2.63782700000000
2382,1.23369200000000
2383,1.91973800000000
2384,2.63874300000000
2385,1.23384500000000
2386,1.92034800000000
2387,1.91958500000000
2388,1.92050000000000
2389,1.92034800000000
2390,1.92004300000000
2391,1.20943000000000
2392,1.89211900000000
2393,2.60654600000000
2394,0.507057000000000
2395,2.57511300000000
2396,1.18593100000000
2397,2.57419700000000
2398,1.18593100000000
2399,1.86404200000000
2400,2.57435000000000
2401,1.18623600000000
2402,2.57465500000000
2403,1.89242400000000
2404,1.89211900000000
2405,2.60639400000000
2406,1.20943000000000
2407,2.60730900000000
2408,1.92050000000000
2409,1.92019500000000
2410,2.63843700000000
2411,1.94827200000000
2412,2.77439500000000
2413,1.98123100000000
2414,1.98107900000000
2415,2.70817100000000
2416,2.00915500000000
2417,2.00930800000000
2418,2.00991800000000
2419,2.00991800000000
2420,2.00976600000000
2421,2.00976600000000
2422,2.00976600000000
2423,2.74113100000000
2424,2.03845300000000
2425,1.31166600000000
2426,2.74128300000000
2427,2.03830000000000
2428,2.03830000000000
2429,2.03845300000000
2430,2.03845300000000
2431,2.03814800000000
2432,2.03875800000000
2433,2.03875800000000
2434,2.03845300000000
2435,2.77378500000000
2436,2.06790300000000
2437,2.06744500000000
2438,2.06790300000000
2439,2.80766000000000
2440,2.09796300000000
2441,2.09842100000000
2442,2.94804300000000
2443,1.28664100000000
2444,2.94773800000000
2445,1.28603000000000
2446,2.09781000000000
2447,0.634623000000000
2448,1.31151300000000
2449,0.469215000000000
2450,1.94796700000000
2451,1.23369200000000
2452,1.20958300000000
2453,1.89257600000000
2454,1.18577900000000
2455,1.86450000000000
2456,1.86404200000000
2457,1.16258500000000
2458,1.83672800000000
2459,1.83703400000000
2460,1.83794900000000
2461,1.83794900000000
2462,2.23987200000000
2463,1.85320800000000
2464,2.66239400000000
2465,1.88418400000000
2466,3.42183600000000
2467,2.66575100000000
2468,1.97268600000000
2469,1.25444400000000
2470,1.12840500000000
2471,1.20286900000000
2472,1.07881300000000
2473,1.85305600000000
2474,1.15236100000000
2475,0.343328000000000
2476,0.208438000000000
2477,1.70855300000000
2478,2.49408700000000
2479,1.73891800000000
2480,1.73861300000000
2481,0.959030000000000
2482,-0.195010000000000
2483,0.212253000000000
2484,0.826429000000000
2485,0.160372000000000
2486,-0.244755000000000
2487,-0.601205000000000
2488,-1.84405300000000
2489,-2.10055700000000
2490,-2.10071000000000
2491,-0.877241000000000
2492,0.227665000000000
2493,1.69695600000000
2494,2.81513700000000
2495,2.94895900000000
2496,1.42046200000000
2497,1.96963500000000
2498,2.02273600000000
2499,-0.0976580000000000
2500,1.41207000000000
2501,1.50865900000000
2502,-0.0975050000000000
2503,1.41130700000000
2504,1.50774400000000
2505,2.62760400000000
2506,2.23575200000000
2507,2.21500000000000
2508,1.61730400000000
2509,1.07042000000000
2510,2.29953500000000
2511,1.77126700000000
2512,2.98863200000000
2513,1.87441800000000
2514,2.51056700000000
2515,1.86907800000000
2516,1.98245200000000
2517,0.610971000000000
2518,1.98168900000000
2519,2.01174900000000
2520,0.630045000000000
2521,2.63675900000000
2522,0.734417000000000
2523,1.33104400000000
2524,2.67261800000000
2525,0.666667000000000
2526,-0.318151000000000
2527,2.69108100000000
2528,1.95208700000000
2529,2.70191500000000
2530,3.51232200000000
2531,1.47371600000000
2532,0.113680000000000
2533,-0.303655000000000
2534,-0.317998000000000
2535,-0.290227000000000
2536,1.81673900000000
2537,2.54032200000000
2538,1.98214700000000
2539,2.63798000000000
2540,1.35271200000000
2541,2.70283100000000
2542,0.773327000000000
2543,2.73716300000000
2544,2.06408800000000
2545,2.18310800000000
2546,2.12222500000000
2547,1.49782600000000
2548,0.128481000000000
2549,0.0975050000000000
2550,-0.604257000000000
2551,-0.327001000000000
2552,-0.298772000000000
2553,1.17387700000000
2554,3.76150100000000
2555,3.28831900000000
2556,2.67124400000000
2557,2.73685800000000
2558,2.80415000000000
2559,2.12161400000000
2560,2.90348700000000
2561,2.30396000000000
2562,2.24185500000000
2563,2.36591100000000
2564,2.30258600000000
2565,1.65423100000000
2566,0.229038000000000
2567,0.194095000000000
2568,0.896315000000000
2569,1.52498700000000
2570,0.784924000000000
2571,-0.592508000000000
2572,0.773327000000000
2573,0.666972000000000
2574,1.35179700000000
2575,2.06744500000000
2576,1.37712700000000
2577,1.37712700000000
2578,1.37727900000000
2579,1.37712700000000
2580,0.666514000000000
2581,1.35240700000000
2582,2.06790300000000
2583,2.73685800000000
2584,1.42519300000000
2585,1.42549800000000
2586,0.704967000000000
2587,0.773632000000000
2588,0.0535590000000000
2589,-0.652323000000000
2590,-0.298924000000000
2591,0.509041000000000
2592,0.573434000000000
2593,-0.0436410000000000
2594,-0.362554000000000
2595,-0.629740000000000
2596,-1.42641300000000
2597,-2.05020200000000
2598,-2.10071000000000
2599,-1.96231000000000
2600,-1.14503700000000
2601,-0.634928000000000
2602,-0.305943000000000
2603,-0.704509000000000
2604,-0.160525000000000
2605,-0.157321000000000
2606,0.704814000000000
2607,1.03791900000000
2608,2.02670300000000
2609,1.53017500000000
2610,2.01510600000000
2611,2.53574400000000
2612,2.74937100000000
2613,2.08133100000000
2614,3.18013300000000
2615,2.37521900000000
2616,3.51140600000000
2617,2.68528300000000
2618,2.81498400000000
2619,3.55504700000000
2620,3.12398000000000
2621,2.62653500000000
2622,3.45555800000000
2623,2.27191600000000
2624,2.92042400000000
2625,1.15144600000000
2626,2.41779200000000
2627,1.87457100000000
2628,2.51056700000000
2629,0.575418000000000
2630,-0.298314000000000
2631,-0.350347000000000
2632,-0.626535000000000
2633,0.166629000000000
2634,1.00343300000000
2635,1.00373800000000
2636,1.79781800000000
2637,1.02891600000000
2638,1.83108300000000
2639,1.45754200000000
2640,1.47325900000000
2641,1.08079700000000
2642,1.48882300000000
2643,1.09437700000000
2644,1.91775400000000
2645,1.12108000000000
2646,1.53460000000000
2647,1.55046900000000
2648,1.56694900000000
2649,1.16304300000000
2650,2.00595100000000
2651,1.19096700000000
2652,1.19127200000000
2653,1.61532000000000
2654,1.63118900000000
2655,1.22041700000000
2656,1.22026400000000
2657,1.56191300000000
2658,1.23170800000000
2659,1.23170800000000
2660,1.66079200000000
2661,0.818799000000000
2662,1.23140300000000
2663,1.66109700000000
2664,0.818799000000000
2665,1.66109700000000
2666,0.819409000000000
2667,0.891127000000000
2668,1.56206600000000
2669,0.890974000000000
2670,1.56191300000000
2671,0.890974000000000
2672,1.22056900000000
2673,1.56145600000000
2674,0.891279000000000
2675,1.22026400000000
2676,1.21995900000000
2677,1.56176100000000
2678,0.891127000000000
2679,1.21995900000000
2680,1.99282800000000
2681,0.819257000000000
2682,2.09369000000000
2683,1.26100600000000
2684,1.69466700000000
2685,1.71160400000000
2686,2.17029100000000
2687,1.76241700000000
2688,2.22934300000000
2689,1.81567100000000
2690,2.74677700000000
2691,2.34851600000000
2692,2.29633000000000
2693,2.89906200000000
2694,2.49012000000000
2695,2.05447500000000
2696,3.03959700000000
2697,2.13366900000000
2698,2.64225200000000
2699,2.19379000000000
2700,2.21438900000000
2701,2.73319600000000
2702,1.77966000000000
2703,2.67765300000000
2704,1.81399300000000
2705,2.31540400000000
2706,1.83337100000000
2707,1.83321900000000
2708,1.83352400000000
2709,2.33676700000000
2710,1.35149200000000
2711,1.83337100000000
2712,1.83398200000000
2713,1.83367700000000
2714,1.33424900000000
2715,1.31715900000000
2716,1.39910000000000
2717,1.28664100000000
2718,1.26970300000000
2719,1.74273300000000
2720,0.767834000000000
2721,1.70489100000000
2722,1.70595900000000
2723,1.70595900000000
2724,1.70534800000000
2725,1.70519600000000
2726,0.357519000000000
2727,1.27016100000000
2728,1.92797700000000
2729,2.23056400000000
2730,2.15747300000000
2731,2.27664600000000
2732,2.20248700000000
2733,2.42084400000000
2734,2.35111000000000
2735,2.17746200000000
2736,2.29358400000000
2737,2.01449600000000
2738,1.72213300000000
2739,1.32021100000000
2740,1.20515800000000
2741,1.18532100000000
2742,1.36064700000000
2743,2.23147900000000
2744,2.15274300000000
2745,1.67315200000000
2746,1.27626500000000
2747,1.35698500000000
2748,2.02990800000000
2749,2.14007800000000
2750,2.15686300000000
2751,2.17380000000000
2752,1.89135600000000
2753,1.79537700000000
2754,1.99343900000000
2755,2.20264000000000
2756,2.62256800000000
2757,2.65934200000000
2758,2.59235500000000
2759,2.83146400000000
2760,2.87327400000000
2761,2.29144700000000
2762,2.40863700000000
2763,2.74052000000000
2764,2.66834500000000
2765,1.64477000000000
2766,1.31837900000000
2767,1.19066100000000
2768,1.57259500000000
2769,2.07156500000000
2770,1.45906800000000
2771,0.832532000000000
2772,0.898299000000000
2773,1.46623900000000
2774,2.05462700000000
2775,2.06195200000000
2776,1.06569000000000
2777,0.941024000000000
2778,1.60418100000000
2779,1.99359100000000
2780,1.40566100000000
2781,0.803235000000000
2782,0.773632000000000
2783,1.71297800000000
2784,2.20279200000000
2785,2.12390300000000
2786,1.35423800000000
2787,1.14656300000000
2788,0.838178000000000
2789,0.243229000000000
2790,0.675059000000000
2791,1.30327300000000
2792,1.57671500000000
2793,1.38811300000000
2794,1.75875500000000
2795,1.86022700000000
2796,2.83115900000000
2797,3.08613700000000
2798,3.06034900000000
2799,3.02784800000000
2800,2.98954800000000
2801,2.74265700000000
2802,2.47776000000000
2803,2.19806200000000
2804,1.90447900000000
2805,1.70153400000000
2806,1.79491900000000
2807,1.89257600000000
2808,1.99374400000000
2809,2.09933600000000
2810,1.90402100000000
2811,1.39696300000000
2812,1.07881300000000
2813,0.953689000000000
2814,1.22163700000000
2815,1.79552900000000
2816,1.30037400000000
2817,1.28328400000000
2818,1.16868800000000
2819,-0.785840000000000
2820,-0.174411000000000
2821,0.885176000000000
2822,0.227207000000000
2823,1.46456100000000
2824,0.826581000000000
2825,2.08285600000000
2826,0.826886000000000
2827,0.807965000000000
2828,1.41893600000000
2829,2.05645800000000
2830,0.181888000000000
2831,2.02914500000000
2832,1.41817300000000
2833,2.70130500000000
2834,2.11017000000000
2835,3.46044100000000
2836,2.22064500000000
2837,2.25024800000000
2838,3.64141300000000
2839,2.36545400000000
2840,2.39490300000000
2841,3.02372800000000
2842,2.48142200000000
2843,3.22285800000000
2844,2.57373900000000
2845,2.60669900000000
2846,3.36430900000000
2847,2.70313600000000
2848,2.73594300000000
2849,2.03372200000000
2850,1.30785100000000
2851,1.28297900000000
2852,1.25810600000000
2853,-0.0843820000000000
2854,0.468147000000000
2855,0.430152000000000
2856,-0.0891130000000000
2857,0.342412000000000
2858,-0.484016000000000
2859,-0.499733000000000
2860,-0.214084000000000
2861,2.00381500000000
2862,2.02960300000000
2863,2.05661100000000
2864,2.08270400000000
2865,2.11047500000000
2866,3.46028800000000
2867,1.55886200000000
2868,2.89082200000000
2869,1.60814800000000
2870,2.95613000000000
2871,2.33554600000000
2872,2.36591100000000
2873,2.39475100000000
2874,1.73434000000000
2875,3.02250700000000
2876,3.18715200000000
2877,2.54383200000000
2878,3.29228700000000
2879,3.36446200000000
2880,2.70313600000000
2881,3.47386900000000
2882,2.06363000000000
2883,-0.399329000000000
2884,-0.0842300000000000
2885,-0.107271000000000
2886,1.78286400000000
2887,1.78393200000000
2888,2.48127000000000
2889,1.81002500000000
2890,2.51255100000000
2891,2.54367900000000
2892,1.16243200000000
2893,1.13954400000000
2894,-0.404517000000000
2895,1.03059400000000
2896,1.68322300000000
2897,1.68337500000000
2898,1.68307000000000
2899,3.05577200000000
2900,2.32623800000000
2901,1.75753400000000
2902,2.45120900000000
2903,2.48218500000000
2904,1.81017800000000
2905,1.81078800000000
2906,1.81048300000000
2907,1.81094100000000
2908,2.81666300000000
2909,-0.254673000000000
2910,1.26649900000000
2911,1.73830800000000
2912,-0.0477610000000000
2913,0.237888000000000
2914,-0.0817880000000000
2915,-0.321965000000000
2916,-0.121004000000000
2917,-0.349737000000000
2918,0.0256350000000000
2919,-0.534524000000000
2920,0.446937000000000
2921,1.17723400000000
2922,1.17692800000000
2923,1.17769100000000
2924,1.17769100000000
2925,1.17784400000000
2926,-1.34813500000000
2927,-1.77035200000000
2928,-1.56282900000000
2929,-0.263676000000000
2930,-0.428779000000000
2931,-0.147402000000000
2932,0.652628000000000
2933,0.392309000000000
2934,0.906538000000000
2935,0.652476000000000
2936,0.652323000000000
2937,0.392157000000000
2938,1.57106900000000
2939,-0.117952000000000
2940,-0.576944000000000
2941,-0.0122070000000000
2942,-0.705425000000000
2943,0.286412000000000
2944,0.224002000000000
2945,0.217899000000000
2946,0.212406000000000
2947,-1.02647400000000
2948,-1.67528800000000
2949,-0.864118000000000
2950,-0.174563000000000
2951,0.0537120000000000
2952,1.53643100000000
2953,1.87609700000000
2954,0.991836000000000
2955,2.05783200000000
2956,2.41611400000000
2957,2.34271800000000
2958,2.73228000000000
2959,2.00412000000000
2960,0.0218200000000000
2961,2.05813700000000
2962,1.16487400000000
2963,0.928054000000000
2964,0.939651000000000
2965,0.627298000000000
2966,0.627146000000000
2967,0.950332000000000
2968,1.22438400000000
2969,1.99115000000000
2970,1.99252300000000
2971,2.05813700000000
2972,2.12604000000000
2973,0.449378000000000
2974,0.795148000000000
2975,1.15358200000000
2976,1.89822200000000
2977,2.25146900000000
2978,1.93850600000000
2979,2.06530900000000
2980,0.189517000000000
2981,-0.240330000000000
2982,-0.422217000000000
2983,-0.592966000000000
2984,-0.263828000000000
2985,-0.268406000000000
2986,-0.303655000000000
2987,0.0704970000000000
2988,0.636301000000000
2989,0.124361000000000
2990,0.177462000000000
2991,-0.396582000000000
2992,0.0825510000000000
2993,-0.166323000000000
2994,-0.392309000000000
2995,-0.599069000000000
2996,-0.946517000000000
2997,-1.37361700000000
2998,-1.94094800000000
2999,-0.966964000000000
3000,0.680400000000000
3001,0.961471000000000
3002,1.29060800000000
3003,1.76531600000000
3004,1.51018500000000
3005,1.65651900000000
3006,0.987259000000000
3007,0.685130000000000
3008,0.319982000000000
3009,-0.350195000000000
3010,-0.501106000000000
3011,-0.459754000000000
3012,-0.314488000000000
3013,-0.437171000000000
3014,-0.287785000000000
3015,-0.597238000000000
3016,-0.770275000000000
3017,-0.657359000000000
3018,-0.154421000000000
3019,0.0659190000000000
3020,-0.0238040000000000
3021,-0.219730000000000
3022,-0.248722000000000
3023,0.0279240000000000
3024,0.951858000000000
3025,0.811170000000000
3026,0.496834000000000
3027,1.31471700000000
3028,1.32127900000000
3029,1.51186400000000
3030,0.885481000000000
3031,-0.0436410000000000
3032,0.680552000000000
3033,0.676585000000000
3034,0.178225000000000
3035,0.454871000000000
3036,0.183871000000000
3037,0.183871000000000
3038,-0.171359000000000
3039,-0.270390000000000
3040,-0.145571000000000
3041,-0.248569000000000
3042,-0.134737000000000
3043,0.126192000000000
3044,0.552377000000000
3045,1.09117300000000
3046,0.633707000000000
3047,1.23201300000000
3048,0.719921000000000
3049,0.485695000000000
3050,0.763867000000000
3051,0.517739000000000
3052,-0.182650000000000
3053,-0.162051000000000
3054,-0.158846000000000
3055,-0.0427250000000000
3056,-0.391241000000000
3057,-1.01838700000000
3058,-0.628977000000000
3059,-0.0978100000000000
3060,-0.0239570000000000
3061,-0.0305180000000000
3062,1.13893300000000
3063,1.83306600000000
3064,0.946517000000000
3065,-0.0297550000000000
3066,-0.0427250000000000
3067,-0.127718000000000
3068,-0.372778000000000
3069,-0.377356000000000
3070,-0.412451000000000
3071,-0.174411000000000
3072,-0.0155640000000000
3073,-0.0733960000000000
3074,-0.0718700000000000
3075,-0.0175480000000000
3076,0.000153000000000000
3077,0.000153000000000000
3078,0.000153000000000000
3079,0.00335700000000000
3080,0.253758000000000
3081,0.683604000000000
3082,0.875715000000000
3083,0.522011000000000
3084,0.834821000000000
3085,1.07469300000000
3086,1.83550800000000
3087,1.83718600000000
3088,1.54024600000000
3089,0.515908000000000
3090,0.380102000000000
3091,0.922866000000000
3092,0.216831000000000
3093,0.0288400000000000
3094,0.995346000000000
3095,0.426795000000000
3096,1.01289400000000
3097,0.840162000000000
3098,0.912947000000000
3099,1.55321600000000
3100,-0.156252000000000
3101,-0.0718700000000000
3102,-0.155184000000000
3103,-0.0740060000000000
3104,-0.249027000000000
3105,-0.334020000000000
3106,-0.911727000000000
3107,-0.796826000000000
3108,-0.463722000000000
3109,-0.164950000000000
3110,0.711681000000000
3111,1.03776600000000
3112,1.17570800000000
3113,1.61776200000000
3114,1.23674400000000
3115,1.32509300000000
3116,0.782940000000000
3117,0.236973000000000
3118,-0.150607000000000
3119,-0.324407000000000
3120,0.0234990000000000
3121,0.201724000000000
3122,0.460975000000000
3123,0.207065000000000
3124,-0.0233460000000000
3125,0.201724000000000
3126,-0.160983000000000
3127,-0.0256350000000000
3128,0.986496000000000
3129,0.727092000000000
3130,1.07667700000000
3131,1.43663700000000
3132,0.854658000000000
3133,0.269322000000000
3134,-0.310826000000000
3135,-0.672160000000000
3136,-0.398108000000000
3137,-0.361181000000000
3138,-0.254520000000000
3139,-0.131228000000000
3140,-0.141146000000000
3141,0.590677000000000
3142,0.362554000000000
3143,0.597543000000000
3144,0.655985000000000
3145,-0.151217000000000
3146,0.160983000000000
3147,1.15037800000000
3148,1.23643900000000
3149,1.91317600000000
3150,2.09613200000000
3151,2.28336000000000
3152,2.10528700000000
3153,2.24994300000000
3154,1.99450700000000
3155,2.94911100000000
3156,2.70954500000000
3157,1.94949300000000
3158,0.600595000000000
3159,1.49843600000000
3160,0.180056000000000
3161,0.171969000000000
3162,-0.130617000000000
3163,0.577096000000000
3164,0.0868240000000000
3165,1.50011400000000
3166,1.02983100000000
3167,2.02502500000000
3168,1.09742900000000
3169,1.58251300000000
3170,1.14854700000000
3171,0.691844000000000
3172,-0.552529000000000
3173,-0.154421000000000
3174,-0.128634000000000
3175,0.155337000000000
3176,1.91149800000000
3177,1.58480200000000
3178,2.03524800000000
3179,2.67444900000000
3180,1.71450400000000
3181,2.34256500000000
3182,2.42801600000000
3183,2.43915500000000
3184,2.05401700000000
3185,2.58457300000000
3186,2.18555000000000
3187,2.73594300000000
3188,2.32303300000000
3189,1.12748900000000
3190,-0.0448620000000000
3191,-1.10963600000000
3192,-0.594339000000000
3193,-0.0651560000000000
3194,-0.108339000000000
3195,1.42885500000000
3196,1.90478400000000
3197,1.95178100000000
3198,2.07950000000000
3199,2.05447500000000
3200,0.993973000000000
3201,1.54482300000000
3202,2.78431400000000
3203,1.06797900000000
3204,2.21210000000000
3205,1.10521100000000
3206,1.76455300000000
3207,1.70794200000000
3208,2.06927600000000
3209,1.17769100000000
3210,1.17723400000000
3211,1.17708100000000
3212,1.17708100000000
3213,2.02395700000000
3214,2.40741600000000
3215,1.67803500000000
3216,2.13214300000000
3217,1.72838900000000
3218,2.18967000000000
3219,1.33684300000000
3220,1.78072800000000
3221,0.910048000000000
3222,1.33714800000000
3223,1.33699500000000
3224,1.33623300000000
3225,1.78011700000000
3226,1.35256000000000
3227,1.35271200000000
3228,1.79812300000000
3229,1.36827600000000
3230,1.36797100000000
3231,1.81597600000000
3232,1.83382900000000
3233,2.30731700000000
3234,1.43175400000000
3235,2.34775300000000
3236,1.46471400000000
3237,1.92507800000000
3238,1.85076700000000
3239,1.12657400000000
3240,1.48134600000000
3241,1.48165100000000
3242,1.02281200000000
3243,1.46440800000000
3244,1.00877400000000
3245,1.44869200000000
3246,0.993057000000000
3247,0.979782000000000
3248,1.41573200000000
3249,0.965438000000000
3250,1.85183500000000
3251,0.519265000000000
3252,1.38414600000000
3253,1.38384100000000
3254,0.495613000000000
3255,0.910811000000000
3256,0.896925000000000
3257,0.883650000000000
3258,0.870832000000000
3259,0.856794000000000
3260,0.844282000000000
3261,0.831464000000000
3262,1.24650900000000
3263,0.819257000000000
3264,1.23125000000000
3265,1.23140300000000
3266,0.891127000000000
3267,1.21980600000000
3268,1.21995900000000
3269,1.21965400000000
3270,2.42771000000000
3271,2.57358700000000
3272,3.54467100000000
3273,2.74586100000000
3274,3.65819800000000
3275,3.39940500000000
3276,3.99298100000000
3277,3.63164700000000
3278,3.13328800000000
3279,2.79743600000000
3280,2.84382400000000
3281,2.38040700000000
3282,2.91493100000000
3283,1.93255500000000
3284,2.96269200000000
3285,1.97222900000000
3286,1.97329700000000
3287,1.97238100000000
3288,1.97268600000000
3289,2.48981500000000
3290,1.99328600000000
3291,1.99267600000000
3292,1.99328600000000
3293,1.99267600000000
3294,1.99343900000000
3295,-0.267948000000000
3296,-0.482948000000000
3297,-0.0831620000000000
3298,1.21980600000000
3299,1.20424200000000
3300,1.18776200000000
3301,1.65163700000000
3302,1.65056800000000
3303,1.65041600000000
3304,1.65117900000000
3305,1.65133100000000
3306,2.13351600000000
3307,1.18776200000000
3308,2.61982100000000
3309,1.20408900000000
3310,2.15320100000000
3311,1.20424200000000
3312,1.18776200000000
3313,2.13351600000000
3314,2.64271000000000
3315,2.68787700000000
3316,2.73258600000000
3317,2.77866800000000
3318,2.82566600000000
3319,2.87235800000000
3320,2.92027200000000
3321,2.96849000000000
3322,1.97680600000000
3323,3.01686100000000
3324,3.06630000000000
3325,2.05951000000000
3326,2.58609900000000
3327,2.60929300000000
3328,2.10223500000000
3329,2.10223500000000
3330,2.10177800000000
3331,1.57549400000000
3332,2.08117800000000
3333,1.55611500000000
3334,2.05874700000000
3335,1.53719400000000
3336,2.03891100000000
3337,1.51842500000000
3338,1.49858900000000
3339,2.51712800000000
3340,0.984817000000000
3341,1.97665400000000
3342,1.46227200000000
3343,1.44441900000000
3344,1.93606500000000
3345,1.42671900000000
3346,1.40810300000000
3347,1.39024900000000
3348,1.37300700000000
3349,1.85656500000000
3350,0.858015000000000
3351,1.32036300000000
3352,1.79934400000000
3353,1.30327300000000
3354,1.28664100000000
3355,2.25604600000000
3356,2.27725600000000
3357,1.79964900000000
3358,2.29816100000000
3359,1.81780700000000
3360,1.81689200000000
3361,2.31906600000000
3362,1.83779700000000
3363,1.83733900000000
3364,2.34226000000000
3365,1.35545900000000
3366,2.34165000000000
3367,1.35500100000000
3368,2.34165000000000
3369,1.85748100000000
3370,1.85671800000000
3371,1.35530600000000
3372,0.842451000000000
3373,1.30388300000000
3374,0.312200000000000
3375,0.274968000000000
3376,2.15365800000000
3377,1.68749500000000
3378,2.17456300000000
3379,1.70595900000000
3380,2.19394200000000
3381,1.23674400000000
3382,1.70595900000000
3383,2.19379000000000
3384,2.70893400000000
3385,1.76089100000000
3386,2.75501600000000
3387,2.29831400000000
3388,2.31906600000000
3389,2.34149700000000
3390,1.85687000000000
3391,2.36270700000000
3392,1.87609700000000
3393,1.87655500000000
3394,2.99916100000000
3395,1.20943000000000
3396,1.89242400000000
3397,2.60654600000000
3398,1.20973500000000
3399,3.32875600000000
3400,1.23323400000000
3401,1.92065300000000
3402,2.63828500000000
3403,1.23369200000000
3404,2.63920000000000
3405,1.23399700000000
3406,1.92004300000000
3407,2.63859000000000
3408,1.23353900000000
3409,1.92019500000000
3410,1.91989000000000
3411,1.92019500000000
3412,1.92034800000000
3413,1.92050000000000
3414,1.20912500000000
3415,1.89257600000000
3416,2.60654600000000
3417,0.507057000000000
3418,2.57435000000000
3419,1.18638900000000
3420,2.57480700000000
3421,1.18608400000000
3422,1.86450000000000
3423,2.57404400000000
3424,1.18608400000000
3425,2.57496000000000
3426,1.89242400000000
3427,1.89257600000000
3428,2.60639400000000
3429,1.20988800000000
3430,2.60685100000000
3431,1.92050000000000
3432,1.91989000000000
3433,2.63859000000000
3434,1.94873000000000
3435,2.77409000000000
3436,1.98046800000000
3437,1.98062100000000
3438,2.70817100000000
3439,2.00930800000000
3440,2.00976600000000
3441,2.00976600000000
3442,2.00946100000000
3443,2.00961300000000
3444,2.00961300000000
3445,2.00961300000000
3446,2.74174100000000
3447,2.03814800000000
3448,1.31120800000000
3449,2.74082600000000
3450,2.03860500000000
3451,2.03830000000000
3452,2.03875800000000
3453,2.03845300000000
3454,2.03860500000000
3455,2.03830000000000
3456,2.03875800000000
3457,2.03891100000000
3458,2.77424300000000
3459,2.06820800000000
3460,2.06790300000000
3461,2.06866600000000
3462,2.80705000000000
3463,2.09826800000000
3464,2.09750500000000
3465,2.94728000000000
3466,1.28679300000000
3467,2.94743300000000
3468,1.28633600000000
3469,2.09811600000000
3470,0.634623000000000
3471,1.31151300000000
3472,0.469368000000000
3473,1.94796700000000
3474,1.23369200000000
3475,1.20943000000000
3476,1.89272900000000
3477,1.18593100000000
3478,1.86480500000000
3479,1.86495800000000
3480,1.16289000000000
3481,1.83688100000000
3482,1.83749100000000
3483,1.83749100000000
3484,1.83764400000000
3485,2.23926100000000
3486,1.85244500000000
3487,2.66254700000000
3488,1.88433700000000
3489,3.42244600000000
3490,2.66559900000000
3491,1.97314400000000
3492,1.25429200000000
3493,1.12871000000000
3494,1.20225800000000
3495,1.07927100000000
3496,1.85320800000000
3497,1.15266700000000
3498,0.343328000000000
3499,0.208438000000000
3500,1.70855300000000
3501,2.49408700000000
3502,1.73785000000000
3503,1.73876600000000
3504,0.959182000000000
3505,-0.195010000000000
3506,0.212558000000000
3507,0.826581000000000
3508,0.160525000000000
3509,-0.245060000000000
3510,-0.601053000000000
3511,-1.84420500000000
3512,-2.10116700000000
3513,-2.10086200000000
3514,-0.877089000000000
3515,0.227359000000000
3516,1.69756600000000
3517,2.81483200000000
3518,2.94895900000000
3519,1.42046200000000
3520,1.96994000000000
3521,2.02212600000000
3522,-0.0975050000000000
3523,1.41176500000000
3524,1.50850700000000
3525,-0.0975050000000000
3526,1.41161200000000
3527,1.50835400000000
3528,2.62638300000000
3529,2.23590400000000
3530,2.21530500000000
3531,1.61715100000000
3532,1.07057300000000
3533,2.29922900000000
3534,1.77142000000000
3535,2.98832700000000
3536,1.87533400000000
3537,2.51056700000000
3538,1.86907800000000
3539,1.98260500000000
3540,0.610819000000000
3541,1.98214700000000
3542,2.01129200000000
3543,0.630045000000000
3544,2.63721700000000
3545,0.734874000000000
3546,1.33058700000000
3547,2.67200700000000
3548,0.666667000000000
3549,-0.317693000000000
3550,2.69230200000000
3551,1.95208700000000
