t,V_mean,V_std,T_mean,T_std
0,4.16933333333333,0.000115470053838169,26.5691333333333,0.257264559030842
5.88798881702825,4.16761927436660,0.000113682461547737,26.5658491440154,0.257082863824834
11.7759776340565,4.16590521539986,0.000119631484872227,26.5625649546975,0.256943105118013
17.6639664510847,4.16419115643313,0.000132277373956898,26.5592807653795,0.256845351367820
23.5519552681130,4.16247709746639,0.000149935107723809,26.5559965760616,0.256789650545142
29.4399440851412,4.16076303849966,0.000171059611756282,26.5527123867436,0.256776030016816
35.3279329021695,4.15984224954280,0.000152697857454936,26.5533886275496,0.258489277067130
41.2159217191977,4.15900484668882,0.000130034977931565,26.5544811765857,0.260381624660611
47.1039105362260,4.15816744383485,0.000107372098408193,26.5555737256217,0.262273972295169
52.9918993532542,4.15733004098087,8.47092188848219e-05,26.5566662746578,0.264166319969928
58.8798881702825,4.15649263812689,6.20463393619631e-05,26.5577588236938,0.266058667684022
64.7678769873107,4.15580886686473,8.17968259624813e-05,26.5562025521814,0.267955049789651
70.6558658043389,4.15516118809486,0.000125366498555957,26.5540239963191,0.269888050696351
76.5438546213672,4.15451350932498,0.000173596259521044,26.5518454404568,0.271859683924354
82.4318434383954,4.15386583055511,0.000223489211856768,26.5496668845945,0.273869115111752
88.3198322554237,4.15321815178524,0.000274138757657128,26.5474883287322,0.275915518437455
94.2078210724519,4.15261722658283,0.000280927542464003,26.5468666666667,0.276506136158555
100.095809889480,4.15203496991093,0.000271340694293026,26.5468666666667,0.276506136158555
105.983798706508,4.15145271323902,0.000263359968219766,26.5468666666667,0.276506136158555
111.871787523537,4.15087045656712,0.000257134955925081,26.5468666666667,0.276506136158555
117.759776340565,4.15028819989521,0.000252795392507561,26.5468666666667,0.276506136158555
123.647765157593,4.14974647394728,0.000250952800903138,26.5455169935584,0.275978553755326
129.535753974621,4.14922963937334,0.000250221072509808,26.5433384376961,0.275135306426217
135.423742791650,4.14871280479940,0.000250001330055681,26.5411598818338,0.274302444215661
141.311731608678,4.14819597022546,0.000250294922011938,26.5389813259715,0.273480062004883
147.199720425706,4.14767913565152,0.000251100047778690,26.5368027701092,0.272668254618637
153.087709242734,4.14718974738196,0.000226517824984020,26.5363396082706,0.273274256859861
158.975698059763,4.14672525048640,0.000179171706505502,26.5374321573066,0.275159039135089
164.863686876791,4.14626075359083,0.000133318917701539,26.5385247063427,0.277043924592394
170.751675693819,4.14579625669527,9.12393843203540e-05,26.5396172553787,0.278928911140001
176.639664510847,4.14533175979970,6.12745845663669e-05,26.5407098044148,0.280813996742170
182.527653327876,4.14487007140783,7.10296079810030e-05,26.5403952930983,0.280271328450061
188.415642144904,4.14441211672206,0.000106858261036863,26.5382101950262,0.276501313499290
194.303630961932,4.14395416203629,0.000145363717610243,26.5360250969541,0.272731705351643
200.191619778960,4.14349620735053,0.000184880968590901,26.5338399988820,0.268962521111589
206.079608595989,4.14303825266476,0.000224877242958552,26.5316549008099,0.265193778854067
211.967597413017,4.14258248419834,0.000244510291123399,26.5298349013689,0.263051086901947
217.855586230045,4.14213107172236,0.000231933577506556,26.5287423523329,0.264153507845171
223.743575047073,4.14167965924639,0.000233954629675296,26.5276498032968,0.265264847037631
229.631563864102,4.14122824677042,0.000250219974382699,26.5265572542608,0.266384992860456
235.519552681130,4.14077683429445,0.000278242672635801,26.5254647052247,0.267513834687122
241.407541498158,4.14033324149347,0.000305149039238520,26.5243721561887,0.269182083550135
247.295530315186,4.13991454006648,0.000307041981051917,26.5232796071526,0.272574566427264
253.183519132215,4.13949583863949,0.000314280224977564,26.5221870581166,0.276016173954117
259.071507949243,4.13907713721250,0.000326508470333651,26.5210945090805,0.279505091488807
264.959496766271,4.13865843578551,0.000343193738712814,26.5200019600445,0.283039569521124
270.847485583299,4.13824255931047,0.000350787692494699,26.5190666666667,0.286100233018663
276.735474400328,4.13784348451287,0.000284773770258249,26.5190666666667,0.286100233018663
282.623463217356,4.13744440971527,0.000224015014177368,26.5190666666667,0.286100233018663
288.511452034384,4.13704533491767,0.000174103085138258,26.5190666666667,0.286100233018663
294.399440851412,4.13664626012007,0.000146572757566629,26.5190666666667,0.286100233018663
300.287429668441,4.13624718532247,0.000150463600392419,26.5191733350103,0.286008002866927
306.175418485469,4.13584811052487,0.000110420509648090,26.5213584330824,0.284118691824622
312.063407302497,4.13544903572728,9.45334246439428e-05,26.5235435311545,0.282229421507960
317.951396119525,4.13504996092968,0.000113450135808178,26.5257286292266,0.280340192740318
323.839384936554,4.13465088613208,0.000154905725429944,26.5279137272987,0.278451006367396
329.727373753582,4.13425181133448,0.000205696669255439,26.5300988253708,0.276561863257990
335.615362570610,4.13390889016259,0.000200824484924846,26.5291580382786,0.277470610874418
341.503351387638,4.13356869525316,0.000193475277250916,26.5280654892425,0.278523927737522
347.391340204666,4.13322850034373,0.000186525320329023,26.5269729402065,0.279586084643046
353.279329021695,4.13288830543430,0.000180020860997608,26.5258803911704,0.280656981224583
359.167317838723,4.13254811052487,0.000174011863730440,26.5247878421344,0.281736517822134
365.055306655751,4.13218544758586,0.000164342340338524,26.5236952930983,0.280271328450059
370.943295472779,4.13181908383725,0.000156456474578470,26.5226027440623,0.278386271157200
376.831284289808,4.13145272008863,0.000151578574554349,26.5215101950262,0.276501313499292
382.719273106836,4.13108635634002,0.000150002374336630,26.5204176459902,0.274616457528014
388.607261923864,4.13071999259140,0.000151830736565992,26.5193250969541,0.272731705351643
394.495250740892,4.13035362884279,0.000142691694313115,26.5182375426411,0.275158802569264
400.383239557921,4.12998726509417,0.000134359955162670,26.5171515358149,0.278922178254972
406.271228374949,4.12962090134556,0.000132445826117348,26.5160655289886,0.282685972095777
412.159217191977,4.12925453759694,0.000137218138521879,26.5149795221624,0.286450167608719
418.047206009005,4.12888817384833,0.000148031616899176,26.5138935153361,0.290214749164275
423.935194826034,4.12854804473189,0.000150626240197379,26.5128031360712,0.288407752301720
429.823183643062,4.12822093424205,0.000150266291148155,26.5117105870351,0.283848039685232
435.711172460090,4.12789382375222,0.000153293393502177,26.5106180379991,0.279303636820587
441.599161277118,4.12756671326238,0.000159514836125176,26.5095254889630,0.274775303315094
447.487150094147,4.12723960277255,0.000168577322357252,26.5084329399270,0.270263846907498
453.375138911175,4.12692374274575,0.000140727791441615,26.5098342435309,0.267723580604684
459.263127728203,4.12661625888531,8.40705926331858e-05,26.5130922640096,0.266922632790528
465.151116545231,4.12630877502486,2.74133938252697e-05,26.5163502844884,0.266481624967760
471.039105362260,4.12600129116442,2.92438049836719e-05,26.5196083049671,0.266402344698179
476.927094179288,4.12569380730397,8.59010037921008e-05,26.5228663254459,0.266685114585566
482.815082996316,4.12538319557353,9.12114701973723e-05,26.5235313416980,0.269002841082073
488.703071813344,4.12506916950329,4.26420875192344e-05,26.5213658702553,0.273434449208391
494.591060630373,4.12475514343305,2.66463336575566e-05,26.5192003988126,0.278116296728091
500.479049447401,4.12444111736281,7.06722767704705e-05,26.5170349273699,0.283035965887350
506.367038264429,4.12412709129256,0.000121127942471532,26.5148694559272,0.288181277070537
